kind_a,key_a,kind_b,key_b,matches,wins,win_rate
hero,techies,ability,techies_sticky_bomb,669,331,0.494768
hero,batrider,ability,batrider_firefly,668,355,0.531437
ability,venomancer_noxious_plague,ability,venomancer_venomous_gale,666,334,0.501502
hero,axe,ability,axe_battle_hunger,665,307,0.461654
ability,zuus_heavenly_jump,ability,zuus_arc_lightning,664,348,0.524096
ability,bristleback_bristleback,ability,bristleback_warpath,662,333,0.503021
hero,weaver,ability,weaver_shukuchi,660,336,0.509091
ability,necrolyte_death_pulse,ability,necrolyte_heartstopper_aura,659,360,0.546282
ability,pangolier_gyroshell,ability,pangolier_shield_crash,659,306,0.464340
ability,jakiro_dual_breath,ability,jakiro_macropyre,658,283,0.430091
hero,phantom_lancer,ability,phantom_lancer_doppelwalk,656,365,0.556402
ability,witch_doctor_paralyzing_cask,ability,witch_doctor_maledict,649,336,0.517720
hero,keeper_of_the_light,ability,keeper_of_the_light_illuminate,649,295,0.454545
hero,void_spirit,ability,void_spirit_dissimilate,649,320,0.493066
hero,abaddon,ability,abaddon_aphotic_shield,647,325,0.502318
ability,doom_bringer_scorched_earth,ability,doom_bringer_doom,645,342,0.530233
hero,alchemist,ability,alchemist_unstable_concoction,645,287,0.444961
hero,enigma,ability,enigma_midnight_pulse,645,346,0.536434
ability,dawnbreaker_fire_wreath,ability,dawnbreaker_solar_guardian,641,330,0.514821
hero,leshrac,ability,leshrac_lightning_storm,641,351,0.547582
ability,clinkz_strafe,ability,clinkz_searing_arrows,640,277,0.432812
ability,slardar_sprint,ability,slardar_bash,640,333,0.520312
hero,shadow_demon,ability,shadow_demon_demonic_purge,638,328,0.514107
hero,shadow_shaman,ability,shadow_shaman_voodoo,638,350,0.548589
ability,night_stalker_crippling_fear,ability,night_stalker_darkness,637,371,0.582418
ability,slark_pounce,ability,slark_shadow_dance,637,337,0.529042
ability,necrolyte_ghost_shroud,ability,necrolyte_heartstopper_aura,634,341,0.537855
ability,lich_frost_nova,ability,lich_chain_frost,633,339,0.535545
ability,sven_warcry,ability,sven_gods_strength,633,306,0.483412
hero,zuus,ability,zuus_arc_lightning,632,270,0.427215
hero,mars,ability,mars_bulwark,629,337,0.535771
ability,abyssal_underlord_dark_portal,ability,abyssal_underlord_pit_of_malice,628,308,0.490446
ability,warlock_upheaval,ability,warlock_rain_of_chaos,628,340,0.541401
hero,winter_wyvern,ability,winter_wyvern_winters_curse,628,308,0.490446
hero,zuus,ability,zuus_heavenly_jump,628,307,0.488854
ability,marci_unleash,ability,marci_companion_run,627,306,0.488038
ability,clinkz_wind_walk,ability,clinkz_death_pact,626,305,0.487220
ability,shadow_demon_disruption,ability,shadow_demon_demonic_purge,625,348,0.556800
hero,luna,ability,luna_lunar_orbit,624,371,0.594551
hero,jakiro,ability,jakiro_macropyre,622,276,0.443730
ability,riki_smoke_screen,ability,riki_backstab,620,325,0.524194
ability,phantom_lancer_phantom_edge,ability,phantom_lancer_doppelwalk,619,330,0.533118
hero,vengefulspirit,ability,vengefulspirit_command_aura,619,330,0.533118
hero,chen,ability,chen_penitence,618,264,0.427184
hero,dark_willow,ability,dark_willow_bramble_maze,618,320,0.517799
hero,mirana,ability,mirana_starfall,617,297,0.481361
ability,legion_commander_press_the_attack,ability,legion_commander_duel,616,318,0.516234
hero,tiny,ability,tiny_grow,615,278,0.452033
hero,ancient_apparition,ability,ancient_apparition_ice_vortex,614,307,0.500000
hero,rattletrap,ability,rattletrap_hookshot,614,294,0.478827
hero,vengefulspirit,ability,vengefulspirit_nether_swap,613,324,0.528548
hero,wisp,ability,wisp_overcharge,613,320,0.522023
ability,bane_enfeeble,ability,bane_fiends_grip,612,333,0.544118
ability,pangolier_gyroshell,ability,pangolier_swashbuckle,612,270,0.441176
hero,kunkka,ability,kunkka_ghostship,612,345,0.563725
ability,riki_blink_strike,ability,riki_tricks_of_the_trade,611,291,0.476268
hero,juggernaut,ability,juggernaut_blade_fury,611,309,0.505728
ability,kunkka_torrent,ability,kunkka_ghostship,610,349,0.572131
ability,necrolyte_heartstopper_aura,ability,necrolyte_reapers_scythe,610,285,0.467213
hero,legion_commander,ability,legion_commander_press_the_attack,610,303,0.496721
ability,primal_beast_trample,ability,primal_beast_uproar,609,329,0.540230
ability,keeper_of_the_light_illuminate,ability,keeper_of_the_light_chakra_magic,608,283,0.465461
ability,lina_dragon_slave,ability,lina_laguna_blade,608,252,0.414474
hero,primal_beast,ability,primal_beast_onslaught,607,315,0.518946
hero,jakiro,ability,jakiro_ice_path,606,297,0.490099
hero,lina,ability,lina_light_strike_array,606,366,0.603960
ability,dark_seer_vacuum,ability,dark_seer_wall_of_replica,605,325,0.537190
ability,void_spirit_dissimilate,ability,void_spirit_astral_step,605,309,0.510744
hero,bane,ability,bane_nightmare,605,263,0.434711
hero,viper,ability,viper_nethertoxin,605,283,0.467769
ability,lone_druid_entangle,ability,lone_druid_spirit_link,602,265,0.440199
hero,nevermore,ability,nevermore_shadowraze2,602,317,0.526578
ability,centaur_return,ability,centaur_stampede,601,320,0.532446
hero,antimage,ability,antimage_mana_break,601,249,0.414309
ability,dragon_knight_dragon_tail,ability,dragon_knight_elder_dragon_form,600,324,0.540000
hero,dawnbreaker,ability,dawnbreaker_luminosity,600,297,0.495000
ability,magnataur_empower,ability,magnataur_reverse_polarity,599,322,0.537563
hero,treant,ability,treant_natures_grasp,599,304,0.507513
ability,razor_static_link,ability,razor_eye_of_the_storm,596,287,0.481544
ability,hoodwink_sharpshooter,ability,hoodwink_acorn_shot,595,274,0.460504
ability,silencer_glaives_of_wisdom,ability,silencer_global_silence,593,316,0.532884
hero,mirana,ability,mirana_arrow,592,293,0.494932
hero,viper,ability,viper_viper_strike,592,266,0.449324
ability,viper_nethertoxin,ability,viper_viper_strike,591,304,0.514382
hero,ogre_magi,ability,ogre_magi_bloodlust,591,301,0.509306
ability,rattletrap_battery_assault,ability,rattletrap_hookshot,590,316,0.535593
hero,winter_wyvern,ability,winter_wyvern_splinter_blast,590,261,0.442373
ability,legion_commander_overwhelming_odds,ability,legion_commander_moment_of_courage,589,319,0.541596
ability,shredder_whirling_death,ability,shredder_chakram,589,305,0.517827
hero,huskar,ability,huskar_berserkers_blood,589,237,0.402377
hero,ringmaster,ability,ringmaster_impalement,587,285,0.485520
ability,hoodwink_bushwhack,ability,hoodwink_acorn_shot,586,268,0.457338
ability,broodmother_spawn_spiderlings,ability,broodmother_spin_web,585,296,0.505983
ability,spectre_spectral_dagger,ability,spectre_haunt,585,313,0.535043
ability,tusk_snowball,ability,tusk_walrus_punch,585,296,0.505983
ability,ursa_overpower,ability,ursa_enrage,581,262,0.450947
ability,ursa_overpower,ability,ursa_fury_swipes,581,287,0.493976
hero,windrunner,ability,windrunner_windrun,580,291,0.501724
ability,bloodseeker_thirst,ability,bloodseeker_rupture,577,330,0.571924
ability,lion_impale,ability,lion_mana_drain,577,298,0.516464
ability,life_stealer_rage,ability,life_stealer_feast,575,345,0.600000
ability,vengefulspirit_magic_missile,ability,vengefulspirit_nether_swap,575,309,0.537391
hero,kunkka,ability,kunkka_torrent,573,302,0.527051
hero,venomancer,ability,venomancer_snakebite,573,265,0.462478
hero,nyx_assassin,ability,nyx_assassin_spiked_carapace,572,302,0.527972
ability,bounty_hunter_wind_walk,ability,bounty_hunter_track,571,310,0.542907
ability,lina_dragon_slave,ability,lina_fiery_soul,571,241,0.422067
ability,queenofpain_blink,ability,queenofpain_scream_of_pain,570,281,0.492982
hero,dragon_knight,ability,dragon_knight_wyrms_wrath,570,312,0.547368
hero,troll_warlord,ability,troll_warlord_whirling_axes_ranged,569,222,0.390158
hero,tinker,ability,tinker_march_of_the_machines,568,226,0.397887
ability,warlock_fatal_bonds,ability,warlock_upheaval,567,269,0.474427
ability,queenofpain_blink,ability,queenofpain_sonic_wave,566,285,0.503534
ability,ringmaster_the_box,ability,ringmaster_impalement,566,296,0.522968
hero,bloodseeker,ability,bloodseeker_rupture,565,303,0.536283
ability,axe_berserkers_call,ability,axe_battle_hunger,564,279,0.494681
ability,sandking_burrowstrike,ability,sandking_sand_storm,563,284,0.504440
ability,rattletrap_battery_assault,ability,rattletrap_power_cogs,562,285,0.507117
hero,doom_bringer,ability,doom_bringer_devour,562,249,0.443060
ability,disruptor_glimpse,ability,disruptor_static_storm,561,279,0.497326
hero,enigma,ability,enigma_malefice,561,261,0.465241
hero,tiny,ability,tiny_tree_grab,561,246,0.438503
ability,leshrac_lightning_storm,ability,leshrac_pulse_nova,559,280,0.500894
hero,earthshaker,ability,earthshaker_fissure,559,283,0.506261
hero,disruptor,ability,disruptor_kinetic_field,558,243,0.435484
hero,enchantress,ability,enchantress_untouchable,556,264,0.474820
hero,tusk,ability,tusk_ice_shards,556,298,0.535971
ability,elder_titan_ancestral_spirit,ability,elder_titan_natural_order,555,307,0.553153
hero,templar_assassin,ability,templar_assassin_refraction,555,263,0.473874
hero,templar_assassin,ability,templar_assassin_meld,554,237,0.427798
ability,primal_beast_trample,ability,primal_beast_pulverize,553,288,0.520796
hero,puck,ability,puck_waning_rift,553,241,0.435805
hero,sven,ability,sven_storm_bolt,553,320,0.578662
hero,void_spirit,ability,void_spirit_aether_remnant,551,280,0.508167
ability,hoodwink_sharpshooter,ability,hoodwink_bushwhack,550,271,0.492727
hero,dragon_knight,ability,dragon_knight_elder_dragon_form,550,290,0.527273
ability,mars_arena_of_blood,ability,mars_gods_rebuke,549,266,0.484517
ability,nevermore_dark_lord,ability,nevermore_requiem,549,325,0.591985
ability,snapfire_scatterblast,ability,snapfire_mortimer_kisses,549,278,0.506375
ability,dawnbreaker_fire_wreath,ability,dawnbreaker_luminosity,548,304,0.554745
hero,shredder,ability,shredder_chakram,548,269,0.490876
ability,viper_nethertoxin,ability,viper_corrosive_skin,547,286,0.522852
ability,earth_spirit_rolling_boulder,ability,earth_spirit_magnetize,545,318,0.583486
ability,sandking_sand_storm,ability,sandking_epicenter,545,261,0.478899
ability,keeper_of_the_light_illuminate,ability,keeper_of_the_light_spirit_form,544,278,0.511029
ability,obsidian_destroyer_arcane_orb,ability,obsidian_destroyer_astral_imprisonment,544,254,0.466912
ability,viper_poison_attack,ability,viper_viper_strike,543,267,0.491713
ability,phantom_assassin_stifling_dagger,ability,phantom_assassin_coup_de_grace,541,242,0.447320
ability,ursa_earthshock,ability,ursa_fury_swipes,539,246,0.456401
ability,batrider_sticky_napalm,ability,batrider_flaming_lasso,538,245,0.455390
ability,batrider_sticky_napalm,ability,batrider_firefly,537,270,0.502793
ability,puck_illusory_orb,ability,puck_dream_coil,537,244,0.454376
ability,puck_illusory_orb,ability,puck_phase_shift,537,256,0.476723
ability,winter_wyvern_cold_embrace,ability,winter_wyvern_winters_curse,537,287,0.534451
ability,phoenix_fire_spirits,ability,phoenix_supernova,536,256,0.477612
ability,windrunner_windrun,ability,windrunner_focusfire,535,239,0.446729
hero,enchantress,ability,enchantress_enchant,535,283,0.528972
hero,skeleton_king,ability,skeleton_king_hellfire_blast,535,284,0.530841
ability,silencer_last_word,ability,silencer_global_silence,532,255,0.479323
hero,life_stealer,ability,life_stealer_open_wounds,532,229,0.430451
ability,shredder_whirling_death,ability,shredder_reactive_armor,530,291,0.549057
ability,viper_corrosive_skin,ability,viper_viper_strike,530,269,0.507547
hero,sven,ability,sven_warcry,529,272,0.514178
ability,storm_spirit_electric_vortex,ability,storm_spirit_ball_lightning,528,256,0.484848
ability,clinkz_strafe,ability,clinkz_wind_walk,527,268,0.508539
ability,lion_impale,ability,lion_voodoo,527,323,0.612903
hero,alchemist,ability,alchemist_chemical_rage,527,270,0.512334
hero,marci,ability,marci_grapple,526,271,0.515209
hero,rubick,ability,rubick_telekinesis,525,298,0.567619
ability,obsidian_destroyer_astral_imprisonment,ability,obsidian_destroyer_sanity_eclipse,524,246,0.469466
hero,ogre_magi,ability,ogre_magi_ignite,524,238,0.454198
ability,brewmaster_drunken_brawler,ability,brewmaster_primal_split,523,256,0.489484
ability,nevermore_frenzy,ability,nevermore_dark_lord,523,295,0.564054
ability,primal_beast_uproar,ability,primal_beast_pulverize,523,291,0.556405
hero,brewmaster,ability,brewmaster_thunder_clap,521,255,0.489443
ability,wisp_tether,ability,wisp_overcharge,519,280,0.539499
hero,brewmaster,ability,brewmaster_primal_split,519,258,0.497110
hero,bristleback,ability,bristleback_warpath,519,236,0.454721
ability,alchemist_acid_spray,ability,alchemist_chemical_rage,518,286,0.552124
ability,nevermore_frenzy,ability,nevermore_requiem,518,282,0.544402
ability,death_prophet_carrion_swarm,ability,death_prophet_exorcism,517,236,0.456480
hero,storm_spirit,ability,storm_spirit_electric_vortex,517,227,0.439072
hero,marci,ability,marci_unleash,516,268,0.519380
ability,pugna_nether_blast,ability,pugna_decrepify,513,243,0.473684
hero,largo,ability,largo_croak_of_genius,513,295,0.575049
hero,pudge,ability,pudge_flesh_heap,513,268,0.522417
ability,dawnbreaker_solar_guardian,ability,dawnbreaker_luminosity,512,246,0.480469
hero,chaos_knight,ability,chaos_knight_phantasm,512,266,0.519531
ability,enchantress_untouchable,ability,enchantress_impetus,511,234,0.457926
ability,night_stalker_void,ability,night_stalker_darkness,511,261,0.510763
ability,silencer_glaives_of_wisdom,ability,silencer_last_word,511,242,0.473581
hero,gyrocopter,ability,gyrocopter_call_down,511,253,0.495108
hero,riki,ability,riki_smoke_screen,511,238,0.465753
ability,dragon_knight_breathe_fire,ability,dragon_knight_elder_dragon_form,508,255,0.501969
ability,kunkka_tidebringer,ability,kunkka_ghostship,508,264,0.519685
hero,death_prophet,ability,death_prophet_spirit_siphon,508,287,0.564961
ability,queenofpain_shadow_strike,ability,queenofpain_sonic_wave,507,203,0.400394
hero,chaos_knight,ability,chaos_knight_chaos_bolt,507,277,0.546351
ability,slark_saltwater_shiv,ability,slark_shadow_dance,505,283,0.560396
ability,doom_bringer_infernal_blade,ability,doom_bringer_doom,504,271,0.537698
ability,furion_teleportation,ability,furion_wrath_of_nature,504,237,0.470238
ability,lina_light_strike_array,ability,lina_laguna_blade,503,233,0.463221
ability,phantom_assassin_immaterial,ability,phantom_assassin_phantom_strike,503,264,0.524851
ability,phoenix_icarus_dive,ability,phoenix_supernova,503,241,0.479125
hero,abaddon,ability,abaddon_death_coil,502,233,0.464143
hero,treant,ability,treant_leech_seed,502,263,0.523904
ability,skywrath_mage_arcane_bolt,ability,skywrath_mage_concussive_shot,501,244,0.487026
ability,snapfire_mortimer_kisses,ability,snapfire_lil_shredder,501,236,0.471058
ability,winter_wyvern_arctic_burn,ability,winter_wyvern_winters_curse,501,296,0.590818
hero,elder_titan,ability,elder_titan_ancestral_spirit,501,251,0.500998
hero,ringmaster,ability,ringmaster_wheel,500,254,0.508000
hero,winter_wyvern,ability,winter_wyvern_cold_embrace,500,274,0.548000
ability,nyx_assassin_jolt,ability,nyx_assassin_impale,498,254,0.510040
ability,snapfire_scatterblast,ability,snapfire_firesnap_cookie,498,240,0.481928
ability,venomancer_noxious_plague,ability,venomancer_snakebite,498,254,0.510040
ability,ember_spirit_searing_chains,ability,ember_spirit_fire_remnant,497,232,0.466801
ability,ringmaster_tame_the_beasts,ability,ringmaster_wheel,497,238,0.478873
ability,venomancer_venomous_gale,ability,venomancer_plague_ward,497,246,0.494970
hero,faceless_void,ability,faceless_void_time_dilation,497,242,0.486922
ability,tusk_ice_shards,ability,tusk_walrus_punch,496,232,0.467742
hero,troll_warlord,ability,troll_warlord_whirling_axes_melee,495,228,0.460606
ability,nyx_assassin_spiked_carapace,ability,nyx_assassin_vendetta,494,250,0.506073
hero,bloodseeker,ability,bloodseeker_blood_bath,491,251,0.511202
ability,lycan_howl,ability,lycan_shapeshift,489,274,0.560327
ability,disruptor_thunder_strike,ability,disruptor_glimpse,488,277,0.567623
ability,enchantress_natures_attendants,ability,enchantress_impetus,488,227,0.465164
ability,necrolyte_ghost_shroud,ability,necrolyte_death_pulse,488,238,0.487705
ability,spirit_breaker_charge_of_darkness,ability,spirit_breaker_nether_strike,485,264,0.544330
hero,oracle,ability,oracle_purifying_flames,485,211,0.435052
ability,slark_dark_pact,ability,slark_pounce,484,224,0.462810
ability,huskar_burning_spear,ability,huskar_life_break,483,217,0.449275
ability,slardar_sprint,ability,slardar_amplify_damage,483,255,0.527950
hero,kez,ability,kez_falcon_rush_ad,482,223,0.462656
hero,phantom_assassin,ability,phantom_assassin_immaterial,482,237,0.491701
ability,oracle_fortunes_end,ability,oracle_purifying_flames,481,237,0.492723
ability,shadow_shaman_voodoo,ability,shadow_shaman_shackles,481,260,0.540541
hero,dazzle,ability,dazzle_shallow_grave,481,230,0.478170
hero,kez,ability,kez_echo_slash,481,245,0.509356
hero,riki,ability,riki_backstab,481,239,0.496881
ability,beastmaster_wild_axes,ability,beastmaster_primal_roar,480,260,0.541667
ability,furion_sprout,ability,furion_teleportation,480,248,0.516667
